fk_periodo;fk_pais;fk_indicador;valor
13;79;1;2294797978292
14;79;1;2652754685835
15;79;1;2713165057513
16;79;1;2875142314812
1;80;1;36627901762
2;80;1;49954890353
3;80;1;65140293688
4;80;1;88840050497
5;80;1;131613661510
6;80;1;111660855043
7;80;1;138516722650
8;80;1;185749664444
9;80;1;218000986223
10;80;1;234637674957
11;80;1;234648370497
12;80;1;177498577313
13;80;1;174878976034
14;80;1;195473049875
15;80;1;224228010478
16;80;1;234094042939
1;81;1;190043433965
2;81;1;226452138292
3;81;1;266298911661
4;81;1;349881601459
5;81;1;412336172447
6;81;1;416397025729
7;81;1;486807615326
8;81;1;580764902917
9;81;1;598868460913
10;81;1;460293149324
11;81;1;432687036178
12;81;1;384951479697
13;81;1;417983578231
14;81;1;445345282123
15;81;1;0
16;81;1;0
1;82;1;13834750404
2;82;1;16812530837
3;82;1;17216420298
4;82;1;21514962933
5;82;1;17905251718
6;82;1;13164652467
7;82;1;13683689690
8;82;1;15158548261
9;82;1;14724078152
10;82;1;16033517406
11;82;1;17758050019
12;82;1;17389101641
13;82;1;20618363256
14;82;1;24488176540
15;82;1;25737594325
16;82;1;24188035739
1;83;1;1803226967966
2;83;1;1857524312896
3;83;1;1947919708945
4;83;1;2210292636189
5;83;1;2398856598799
6;83;1;2191241872742
7;83;1;2134017843247
8;83;1;2291991045770
9;83;1;2087077032435
10;83;1;2141315327318
11;83;1;2159133919744
12;83;1;1835899237320
13;83;1;1875797463584
14;83;1;1961796197354
15;83;1;2085764300862
16;83;1;2001244392042
1;84;1;10150978155
2;84;1;11204416000
3;84;1;11901911988
4;84;1;12827809965
5;84;1;13680482787
6;84;1;12067478478
7;84;1;13220556883
8;84;1;14444655300
9;84;1;14807086889
10;84;1;14262589158
11;84;1;13897804560
12;84;1;14187696311
13;84;1;14075894320
14;84;1;14806340821
15;84;1;15713908816
16;84;1;16458071068
1;85;1;11571424542
2;85;1;12765218618
3;85;1;15268053597
4;85;1;17350521862
5;85;1;22279907003
6;85;1;24154000000
7;85;1;26795901408
8;85;1;29244647887
9;85;1;31371056338
10;85;1;34064873239
11;85;1;36329267606
12;85;1;38043450704
13;85;1;39196676056
14;85;1;40708943662
15;85;1;42231295775
16;85;1;43743661972
1;86;1;4815148854362
2;86;1;4755410630912
3;86;1;4530377224970
4;86;1;4515264514431
5;86;1;5037908465114
6;86;1;5231382674594
7;86;1;5700098114744
8;86;1;6157459594824
9;86;1;6203213121334
10;86;1;5155717056271
11;86;1;4850413536038
12;86;1;4389475622589
13;86;1;4922538141455
14;86;1;4866864409658
15;86;1;4954806619995
16;86;1;5081769542380
1;87;1;16095337094
2;87;1;18737897745
3;87;1;25825524821
4;87;1;31958195182
5;87;1;35895153328
6;87;1;37021512049
7;87;1;40000088347
8;87;1;41953433591
9;87;1;50412754861
10;87;1;55096728048
11;87;1;61448046802
12;87;1;64007750169
13;87;1;69188755364
14;87;1;78965004656
15;87;1;87778582964
16;87;1;95503088538
1;88;1;2211534585
2;88;1;2460248026
3;88;1;2834168889
4;88;1;3802566171
5;88;1;5139957785
6;88;1;4690062255
7;88;1;4794357795
8;88;1;6197766119
9;88;1;6605139933
10;88;1;7335027592
11;88;1;7468096567
12;88;1;6678178340
13;88;1;6813092066
14;88;1;7702934800
15;88;1;8271108638
16;88;1;8454619608
1;89;1;5337833248
2;89;1;6293046162
3;89;1;7274595707
4;89;1;8639235842
5;89;1;10351914093
6;89;1;10401851851
7;89;1;11242275199
8;89;1;12829541141
9;89;1;14054443213
10;89;1;15227991395
11;89;1;16702610842
12;89;1;18049954289
13;89;1;20016747754
14;89;1;22177200512
15;89;1;24571753583
16;89;1;27089389787
1;90;1;632570092
2;90;1;653584809
3;90;1;697810988
4;90;1;794621676
5;90;1;911967429
6;90;1;901711442
7;90;1;907978724
8;90;1;1023086184
9;90;1;1015843369
10;90;1;1116224161
11;90;1;1149587652
12;90;1;966029542
13;90;1;1012835518
14;90;1;1077439663
15;90;1;1178530758
16;90;1;1185728677
1;91;1;529250444
2;91;1;577730926
3;91;1;644414815
4;91;1;689285185
5;91;1;751229630
6;91;1;747859259
7;91;1;760177778
8;91;1;817762963
9;91;1;800422222
10;91;1;839770370
11;91;1;916574074
12;91;1;923155556
13;91;1;971162963
14;91;1;996937037
15;91;1;1010814815
16;91;1;1050992593
1;92;1;0
2;92;1;0
3;92;1;0
4;92;1;0
5;92;1;0
6;92;1;0
7;92;1;0
8;92;1;0
9;92;1;0
10;92;1;0
11;92;1;0
12;92;1;0
13;92;1;0
14;92;1;0
15;92;1;0
16;92;1;0
1;93;1;793175007858
2;93;1;934901071333
3;93;1;1053216909888
4;93;1;1172614086540
5;93;1;1047339010225
6;93;1;943941876219
7;93;1;1144066965324
8;93;1;1253223044719
9;93;1;1278427634343
10;93;1;1370795199976
11;93;1;1484318219634
12;93;1;1465773245547
13;93;1;1500111596236
14;93;1;1623901496836
15;93;1;1720578827806
16;93;1;1642383217167
1;94;1;59439090601
2;94;1;80798630137
3;94;1;101548931771
4;94;1;114639690359
5;94;1;147395089286
6;94;1;105963168867
7;94;1;115419399860
8;94;1;154068115942
9;94;1;174070382279
10;94;1;174161142454
11;94;1;162631412509
12;94;1;114567298106
13;94;1;109419728567
14;94;1;120707220574
15;94;1;140645364238
16;94;1;134761198946
1;95;1;43151647003
2;95;1;57123671734
3;95;1;81003884545
4;95;1;104849886826
5;95;1;133441612247
6;95;1;115308661143
7;95;1;148047348241
8;95;1;192626507972
9;95;1;207998568866
10;95;1;236634552078
11;95;1;221415572820
12;95;1;184388432149
13;95;1;137278320084
14;95;1;166805800596
15;95;1;179339994859
16;95;1;180161741180
1;96;1;2366398120
2;96;1;2735558726
3;96;1;3452882514
4;96;1;4222962988
5;96;1;5443915121
6;96;1;5832915387
7;96;1;7127792630
8;96;1;8749241114
9;96;1;10191350120
10;96;1;11942230508
11;96;1;13268458232
12;96;1;14390442307
13;96;1;15805692546
14;96;1;16853087485
15;96;1;17953786416
16;96;1;18173839128
1;97;1;21159827992
2;97;1;21497336499
3;97;1;22022709852
4;97;1;24827355015
5;97;1;29118916106
6;97;1;35399582929
7;97;1;38443907042
8;97;1;39927125961
9;97;1;44035991746
10;97;1;46909335135
11;97;1;48134486625
12;97;1;49939374833
13;97;1;51205122504
14;97;1;53140638269
15;97;1;54961275742
16;97;1;53367042272
1;98;1;1066666667
2;98;1;1135555556
3;98;1;1268319185
4;98;1;1336088815
5;98;1;1437731111
6;98;1;1401507889
7;98;1;1486758037
8;98;1;1576988407
9;98;1;1605146778
10;98;1;1664816741
11;98;1;1755130815
12;98;1;1808079889
13;98;1;1865375222
14;98;1;1999090407
15;98;1;2065875074
16;98;1;2122450630
1;99;1;3454362686
2;99;1;3659251526
3;99;1;4000239273
4;99;1;4601299567
5;99;1;5081432924
6;99;1;4504549214
7;99;1;5082366478
8;99;1;5739977477
9;99;1;5456009385
10;99;1;6391735894
11;99;1;6657170923
12;99;1;6268391521
13;99;1;6237264055
14;99;1;6552858739
15;99;1;0
16;99;1;0
1;100;1;20662525941
2;100;1;24405791045
3;100;1;28279814925
4;100;1;32350248411
5;100;1;40713812310
6;100;1;42066217872
7;100;1;56725749222
8;100;1;65292753005
9;100;1;68434409315
10;100;1;74317806538
11;100;1;79356449841
12;100;1;80604080689
13;100;1;82401038710
14;100;1;87428125558
15;100;1;88425889592
16;100;1;84008783756
1;101;1;897000000
2;101;1;949000000
3;101;1;1119000000
4;101;1;1373000000
5;101;1;1726000000
6;101;1;1768000000
7;101;1;1998000000
8;101;1;2398000000
9;101;1;2721000000
10;101;1;3067000000
11;101;1;3144000000
12;101;1;3177000000
13;101;1;3277826000
14;101;1;3285455000
15;101;1;3264000000
16;101;1;3070518100
1;102;1;1511236656
2;102;1;1682350935
3;102;1;1800105590
4;102;1;1716262753
5;102;1;1758534995
6;102;1;1773199523
7;102;1;2269525782
8;102;1;2622336141
9;102;1;2526185310
10;102;1;2421470022
11;102;1;2499803980
12;102;1;2372280099
13;102;1;2165408362
14;102;1;2405289382
15;102;1;2575892261
16;102;1;2460072444
1;103;1;22649930576
2;103;1;26125575942
3;103;1;30216060233
4;103;1;39738180077
5;103;1;47850551149
6;103;1;37440673478
7;103;1;37034461707
8;103;1;43466133144
9;103;1;42842537129
10;103;1;46442055804
11;103;1;48526000845
12;103;1;41392396558
13;103;1;43021972485
14;103;1;47750908128
15;103;1;53455170034
16;103;1;54219315600
1;104;1;34685281848
2;104;1;37347394603
3;104;1;42414308117
4;104;1;50888134410
5;104;1;55849686539
6;104;1;51370543206
7;104;1;53212476812
8;104;1;60004630234
9;104;1;56677961787
10;104;1;61739352212
11;104;1;66103853237
12;104;1;57744457955
13;104;1;60691483443
14;104;1;64181944723
15;104;1;70919958016
16;104;1;71104919108
1;105;1;14355307662
2;105;1;16909366521
3;105;1;21436812139
4;105;1;30897981124
5;105;1;35657998831
6;105;1;26250900751
7;105;1;23803906231
8;105;1;28490700601
9;105;1;28176625841
10;105;1;30272574650
11;105;1;31382780146
12;105;1;27090019663
13;105;1;27734140217
14;105;1;30273007510
15;105;1;34313873285
16;105;1;34117202555
1;106;1;33122307692
2;106;1;47334148578
3;106;1;54961936663
4;106;1;67516236338
5;106;1;87140405361
6;106;1;63028320702
7;106;1;74773444901
8;106;1;34699395524
9;106;1;81873662519
10;106;1;65502870174
11;106;1;41142722414
12;106;1;27842131480
13;106;1;26197143268
14;106;1;37883243650
15;106;1;52607888718
16;106;1;52076250948
1;107;1;59626020162
2;107;1;62343022651
3;107;1;68640825481
4;107;1;79041294874
5;107;1;92507257784
6;107;1;92897320376
7;107;1;93216746662
8;107;1;101370474295
9;107;1;98266306615
10;107;1;106825649872
11;107;1;110081248587
12;107;1;101179808076
13;107;1;103311649248
14;107;1;109714300454
15;107;1;117921394402
16;107;1;118725279596
1;108;1;4137913500
2;108;1;4203084194
3;108;1;4582988333
4;108;1;5867916781
5;108;1;6476490406
6;108;1;5451653237
7;108;1;5367625613
8;108;1;6088808463
9;108;1;5743029680
10;108;1;6555983530
11;108;1;7069616049
12;108;1;6261622101
13;108;1;6472990923
14;108;1;6431314957
15;108;1;7188238073
16;108;1;0
1;109;1;2598249556
2;109;1;2988348836
3;109;1;3408244549
4;109;1;4401189466
5;109;1;6054849885
6;109;1;5439422031
7;109;1;6974960345
8;109;1;8414360656
9;109;1;8709165249
10;109;1;9496684701
11;109;1;9510219299
12;109;1;7745231660
13;109;1;8071480541
14;109;1;9669759987
15;109;1;11457410264
16;109;1;11955435457
1;110;1;2073234418
2;110;1;2257174481
3;110;1;2721903149
4;110;1;3680711744
5;110;1;4545674528
6;110;1;4159330370
7;110;1;4139192053
8;110;1;4538199889
9;110;1;4087725813
10;110;1;4466039315
11;110;1;4594024180
12;110;1;4054712083
13;110;1;4377033429
14;110;1;4856632399
15;110;1;5506766651
16;110;1;5494736901
1;111;1;5064732716
2;111;1;5859269849
3;111;1;6395712392
4;111;1;8524620739
5;111;1;10725137478
6;111;1;9616879921
7;111;1;9982711030
8;111;1;11551821062
9;111;1;11578978053
10;111;1;12423557907
11;111;1;12522959157
12;111;1;11323023787
13;111;1;11848615018
14;111;1;13176313233
15;111;1;13853433948
16;111;1;14083906357
1;112;1;133806400
2;112;1;141922500
3;112;1;145474100
4;112;1;153884600
5;112;1;153135800
6;112;1;151772600
7;112;1;162164700
8;112;1;174332100
9;112;1;182874800
10;112;1;187707400
11;112;1;184689500
12;112;1;184599600
13;112;1;200558400
14;112;1;212881000
15;112;1;221278000
16;112;1;0
1;113;1;5682719260
2;113;1;6258600714
3;113;1;6861222332
4;113;1;8336478142
5;113;1;9909548411
6;113;1;9401731496
7;113;1;9407168702
8;113;1;10494632699
9;113;1;9745251126
10;113;1;10817712139
11;113;1;11362272838
12;113;1;10064515432
13;113;1;10672471861
14;113;1;11307058382
15;113;1;12628854801
16;113;1;12694823394
1;114;1;5444474268
2;114;1;6247496491
3;114;1;6905876385
4;114;1;8145694632
5;114;1;9798741074
6;114;1;10190945007
7;114;1;10689167195
8;114;1;12995074801
9;114;1;12441946098
10;114;1;13242680701
11;114;1;14365345530
12;114;1;13104869674
13;114;1;14020002871
14;114;1;15375605992
15;114;1;17172022684
16;114;1;17510141171
1;115;1;10567354056
2;115;1;11986972419
3;115;1;14502553710
4;115;1;20182477481
5;115;1;31862554102
6;115;1;36906181381
7;115;1;49540813342
8;115;1;59977326086
9;115;1;59937797559
10;115;1;60269734045
11;115;1;65446199788
12;115;1;67822772707
13;115;1;67184236747
14;115;1;68945867478
15;115;1;76168043982
16;115;1;76085852617
1;116;1;1992066808
2;116;1;2523471532
3;116;1;3414055566
4;116;1;4234999823
5;116;1;5623216449
6;116;1;4583850368
7;116;1;7189481824
8;116;1;10409797649
9;116;1;12292770631
10;116;1;12582122604
11;116;1;12226514722
12;116;1;11749620620
13;116;1;11186734674
14;116;1;11425755280
15;116;1;13108769496
16;116;1;13852850259
1;117;1;2362501023
2;117;1;2936019526
3;117;1;4008583968
4;117;1;4328063511
5;117;1;5138471610
6;117;1;4725200358
7;117;1;5628882266
8;117;1;6764635687
9;117;1;6728208836
10;117;1;7223063170
11;117;1;6592537782
12;117;1;6166857629
13;117;1;6398744505
14;117;1;6758390729
15;117;1;7049169771
16;117;1;7593752450
1;118;1;6044382216
2;118;1;6403839314
3;118;1;6757119558
4;118;1;7880509171
5;118;1;8977149553
6;118;1;8528202278
7;118;1;8749171417
8;118;1;9515297915
9;118;1;9205506528
10;118;1;10153894646
11;118;1;11302344157
12;118;1;10682394998
13;118;1;11444483134
14;118;1;12747857570
15;118;1;14603581712
16;118;1;14786156563
1;119;1;6578844486
2;119;1;6488750453
3;119;1;7028803366
4;119;1;8150138757
5;119;1;9990370016
6;119;1;9128843109
7;119;1;10003670690
8;119;1;11518393367
9;119;1;11668685524
10;119;1;12129642296
11;119;1;12803445934
12;119;1;11692287066
13;119;1;12232463656
14;119;1;13259351418
15;119;1;14181803715
16;119;1;14180444557
1;120;1;1226829563
2;120;1;1163362438
3;120;1;1575200391
4;120;1;1868383461
5;120;1;2271646188
6;120;1;2345294875
7;120;1;2588176055
8;120;1;2774351760
9;120;1;2886170572
10;120;1;3295011382
11;120;1;3697351597
12;120;1;4109424800
13;120;1;4379136462
14;120;1;4735989972
15;120;1;5327457150
16;120;1;5729248472
1;121;1;3476094499
2;121;1;3655909664
3;121;1;3998020177
4;121;1;4432937046
5;121;1;5321012192
6;121;1;6191127665
7;121;1;6959655571
8;121;1;8004000737
9;121;1;6028487929
10;121;1;5518880769
11;121;1;6047813437
12;121;1;6373212641
13;121;1;5433040160
14;121;1;6303292264
15;121;1;6917301909
16;121;1;7666704427
1;122;1;782240601985
2;122;1;877476221382
3;122;1;975387131716
4;122;1;1052696282279
5;122;1;1109989063587
6;122;1;900045350649
7;122;1;1057801295584
8;122;1;1180489601958
9;122;1;1201089987015
10;122;1;1274443084717
11;122;1;1314563967425
12;122;1;1170564619928
13;122;1;1077903618176
14;122;1;1157736189998
15;122;1;1220699479846
16;122;1;1258286717125
1;123;1;124749473684
2;123;1;143534102611
3;123;1;162691238209
4;123;1;193547824063
5;123;1;230813897716
6;123;1;202257625195
7;123;1;255016609233
8;123;1;297951960784
9;123;1;314443149443
10;123;1;323277158907
11;123;1;338061963396
12;123;1;301354756113
13;123;1;301255454041
14;123;1;318958236443
15;123;1;358581943446
16;123;1;364701517788
1;124;1;7589038160
2;124;1;8512116725
3;124;1;9149485071
4;124;1;10423424155
5;124;1;12574681498
6;124;1;11899763735
7;124;1;11087646868
8;124;1;14381552433
9;124;1;16350804543
10;124;1;16974320551
11;124;1;17716084108
12;124;1;15950969019
13;124;1;11936999283
14;124;1;13219084261
15;124;1;14717223207
16;124;1;14934159926
1;125;1;6480441754
2;125;1;7121391946
3;125;1;7835043624
4;125;1;8740865600
5;125;1;8486721917
6;125;1;8876191121
7;125;1;11268186636
8;125;1;12343501808
9;125;1;13042007432
10;125;1;12011207762
11;125;1;12356482878
12;125;1;11272143550
13;125;1;10665634661
14;125;1;12741746434
15;125;1;13454211124
16;125;1;12366527719
1;126;1;3742134213
2;126;1;4374677877
3;126;1;4743059572
4;126;1;5694717111
5;126;1;7220003603
6;126;1;7278718280
7;126;1;7792421016
8;126;1;8701085756
9;126;1;9366515965
10;126;1;10156855204
11;126;1;10815312544
12;126;1;9667589437
13;126;1;10284627190
14;126;1;11166063887
15;126;1;12826750567
16;126;1;12928145120
1;127;1;136385979322
2;127;1;176134087150
3;127;1;236103982432
4;127;1;275625684969
5;127;1;337035512677
6;127;1;291880204327
7;127;1;363359886203
8;127;1;410334579161
9;127;1;459376049764
10;127;1;514966287334
11;127;1;568498937616
12;127;1;494583180777
13;127;1;404649527538
14;127;1;375745486521
15;127;1;398160403207
16;127;1;448120428859
1;128;1;5795568205
2;128;1;6321335612
3;128;1;6763418646
4;128;1;7423367753
5;128;1;8496946608
6;128;1;8298679909
7;128;1;8758639096
8;128;1;9774262742
9;128;1;10531964139
10;128;1;10982979274
11;128;1;11880472593
12;128;1;12756706583
13;128;1;13286048705
14;128;1;13785943183
15;128;1;13063873078
16;128;1;12520915291
1;129;1;657171591756
2;129;1;685092650168
3;129;1;733340860620
4;129;1;847481522037
5;129;1;947997656364
6;129;1;868077243679
7;129;1;846554894931
8;129;1;904085980796
9;129;1;838971306991
10;129;1;876923518850
11;129;1;890981311078
12;129;1;765264949781
13;129;1;783528181705
14;129;1;833869641687
15;129;1;914104847814
16;129;1;909070395161
1;130;1;264511630667
2;130;1;308884284051
3;130;1;345581369966
4;130;1;400937100159
5;130;1;462250000000
6;130;1;386190385319
7;130;1;428757038467
8;130;1;498283438454
9;130;1;509506317147
10;130;1;522761531915
11;130;1;498410050251
12;130;1;385801550067
13;130;1;368819929542
14;130;1;398393955269
15;130;1;434166615432
16;130;1;403336363636
1;131;1;7273938315
2;131;1;8130258041
3;131;1;9043715356
4;131;1;10325618017
5;131;1;12545438605
6;131;1;12854985464
7;131;1;16002656434
8;131;1;18913574371
9;131;1;18851513891
10;131;1;19271168018
11;131;1;20002968838
12;131;1;21410840909
13;131;1;21185922408
14;131;1;25180583770
15;131;1;29173513476
16;131;1;30641380604
1;132;1;0
2;132;1;0
3;132;1;0
4;132;1;0
5;132;1;0
6;132;1;0
7;132;1;47564520
8;132;1;66055408
9;132;1;96927201
10;132;1;98491844
11;132;1;104654365
12;132;1;86779266
13;132;1;100087349
14;132;1;109585942
15;132;1;124021394
16;132;1;118223430
1;133;1;103905210084
2;133;1;114720129550
3;133;1;111608845081
4;133;1;137320496803
5;133;1;133290222816
6;133;1;121357986133
7;133;1;146619138359
8;133;1;168510189201
9;133;1;176247979236
10;133;1;190845889950
11;133;1;200921936786
12;133;1;177467529071
13;133;1;188223664747
14;133;1;205415864858
15;133;1;207920613962
16;133;1;206928765544
1;134;1;24763589077
2;134;1;31081924577
3;134;1;37215864759
4;134;1;42085305592
5;134;1;60905331599
6;134;1;48388296489
7;134;1;57048114434
8;134;1;68016905072
9;134;1;76615864759
10;134;1;78784395319
11;134;1;81076462939
12;134;1;68400260078
13;134;1;65481144343
14;134;1;70600000000
15;134;1;79275422627
16;134;1;76983094928
1;135;1;15013381700
2;135;1;16374393900
3;135;1;18141666300
4;135;1;21295984200
5;135;1;25155888600
6;135;1;27116635600
7;135;1;29440300000
8;135;1;34686200000
9;135;1;40429700000
10;135;1;45600000000
11;135;1;49921500000
12;135;1;54091700000
13;135;1;57907700000
14;135;1;62219000000
15;135;1;65128200000
16;135;1;66800800000
1;136;1;66768703498
2;136;1;76060606061
3;136;1;88643193062
4;136;1;102170981144
5;136;1;120550599815
6;136;1;120822986521
7;136;1;147528937029
8;136;1;171761737047
9;136;1;192648999090
10;136;1;201175469114
11;136;1;200789362452
12;136;1;189805300842
13;136;1;191895943824
14;136;1;211007207484
15;136;1;222044970486
16;136;1;226848050820
1;137;1;3927157867
2;137;1;4865892972
3;137;1;8355006707
4;137;1;9545177014
5;137;1;11670840932
6;137;1;11619637799
7;137;1;14250755231
8;137;1;17984910502
9;137;1;21295659244
10;137;1;21261432791
11;137;1;23210682538
12;137;1;21723531173
13;137;1;20759069103
14;137;1;22742613554
15;137;1;23412495063
16;137;1;24969611435
1;138;1;95001994600
2;138;1;107419986400
3;138;1;127652908955
4;138;1;155980408072
5;138;1;181006859907
6;138;1;176131654910
7;138;1;208368892319
8;138;1;234216730703
9;138;1;261920542606
10;138;1;283902829720
11;138;1;297483553299
12;138;1;306445871631
13;138;1;318627003965
14;138;1;328480738148
15;138;1;346841896890
16;138;1;376795508680
1;139;1;107759683863
2;139;1;120055291993
3;139;1;137264061106
4;139;1;152385716312
5;139;1;170077814106
6;139;1;168152775283
7;139;1;177165635077
8;139;1;213587413184
9;139;1;224383620830
10;139;1;231218567179
11;139;1;244360888751
12;139;1;270556131701
13;139;1;278654637738
14;139;1;304567253219
15;139;1;314567541558
16;139;1;278221906023
1;140;1;255102252843
2;140;1;306123628496
3;140;1;344745746326
4;140;1;429061382275
5;140;1;533813299020
6;140;1;439793916862
7;140;1;479321460551
8;140;1;528832185770
9;140;1;500360816828
10;140;1;524234322597
11;140;1;545389126644
12;140;1;477581376840
13;140;1;472037130973
14;140;1;526380811261
15;140;1;587114101393
16;140;1;592164400688
1;141;1;189034502111
2;141;1;197180330805
3;141;1;208581694894
4;141;1;240190803449
5;141;1;262344779552
6;141;1;243701635176
7;141;1;237880908318
8;141;1;244797226567
9;141;1;216236608774
10;141;1;226369502104
11;141;1;229596170847
12;141;1;199313894327
13;141;1;206286022782
14;141;1;221357874719
15;141;1;241274628877
16;141;1;237686075635
1;142;1;164886100
2;142;1;184468800
3;142;1;189028900
4;142;1;194630300
5;142;1;198024400
6;142;1;183369300
7;142;1;183498800
8;142;1;193143900
9;142;1;211103300
10;142;1;223388400
11;142;1;243147000
12;142;1;280376100
13;142;1;300125600
14;142;1;286321800
15;142;1;283994900
16;142;1;0
1;143;1;9624440836
2;143;1;10737500188
3;143;1;13429430050
4;143;1;17856270473
5;143;1;24578067861
6;143;1;22341754514
7;143;1;27215968616
8;143;1;33715524704
9;143;1;33283228891
10;143;1;38585317743
11;143;1;40276532541
12;143;1;36164068797
13;143;1;36054281572
14;143;1;39008900332
15;143;1;40384691791
16;143;1;38145288940
1;144;1;31734065934
2;144;1;44530494505
3;144;1;60882142857
4;144;1;79712087912
5;144;1;115270054945
6;144;1;97798351648
7;144;1;125122306346
8;144;1;167775274725
9;144;1;186833516484
10;144;1;198727747253
11;144;1;206224725275
12;144;1;161739835165
13;144;1;151732142857
14;144;1;166928571429
15;144;1;191362087912
16;144;1;183466208791
1;145;1;74972669057
2;145;1;98452791983
3;145;1;122022997508
4;145;1;174585202805
5;145;1;214313628965
6;145;1;174103695930
7;145;1;166225180150
8;145;1;183443154235
9;145;1;171196268958
10;145;1;190949066979
11;145;1;199626806402
12;145;1;177893451831
13;145;1;188494136776
14;145;1;211695422579
15;145;1;241626953521
16;145;1;250077444017
1;146;1;26141969874
2;146;1;27683225959
3;146;1;32482070360
4;146;1;43170990616
5;146;1;52194221469
6;146;1;45162894381
7;146;1;41819468692
8;146;1;49258136129
9;146;1;43309252921
10;146;1;48394238300
11;146;1;47062205547
12;146;1;39628549950
13;146;1;40630392019
14;146;1;44120425320
15;146;1;50597289147
16;146;1;51409167351
1;147;1;591016690743
2;147;1;764017107992
3;147;1;989930542279
4;147;1;1299705764824
5;147;1;1660846387625
6;147;1;1222644282202
7;147;1;1524917468442
8;147;1;2045925608274
9;147;1;2208295773643
10;147;1;2292473246621
11;147;1;2059241965491
12;147;1;1363481063447
13;147;1;1276786979222
14;147;1;1574199387071
15;147;1;1669583089323
16;147;1;1699876578871
1;148;1;2088961969
2;148;1;2581313486
3;148;1;3330198838
4;148;1;4083515097
5;148;1;5198063011
6;148;1;5694132466
7;148;1;6147525367
8;148;1;6912074082
9;148;1;7687521844
10;148;1;7851127992
11;148;1;8279481015
12;148;1;8582588883
13;148;1;8734161828
14;148;1;9253098954
15;148;1;9627720630
16;148;1;10122472590
1;149;1;258742133333
2;149;1;328459608764
3;149;1;376900133511
4;149;1;415964509673
5;149;1;519796800000
6;149;1;429097866667
7;149;1;528207200000
8;149;1;671238840107
9;149;1;735974843360
10;149;1;746647127413
11;149;1;756350347333
12;149;1;654269902880
13;149;1;644935541440
14;149;1;688586133333
15;149;1;786521831573
16;149;1;792966838162
1;150;1;375111895
2;150;1;413909879
3;150;1;456705434
4;150;1;516074229
5;150;1;608229327
6;150;1;597765363
7;150;1;681151194
8;150;1;932725583
9;150;1;1063879446
10;150;1;1129787198
11;150;1;1172268301
12;150;1;1154650069
13;150;1;1230459714
14;150;1;1309631133
15;150;1;1395608475
16;150;1;1425074226
1;151;1;839319927
2;151;1;919103255
3;151;1;1016418229
4;151;1;1033561654
5;151;1;967199594
6;151;1;847397850
7;151;1;969936525
8;151;1;1065826670
9;151;1;1060226126
10;151;1;1328157609
11;151;1;1343007841
12;151;1;1377495052
13;151;1;1426651766
14;151;1;1524486801
15;151;1;1586008997
16;151;1;1698843063
1;152;1;21457470203
2;152;1;26524538566
3;152;1;35822408612
4;152;1;45898948564
5;152;1;54526580232
6;152;1;49957202646
7;152;1;61739815527
8;152;1;57891984840
9;152;1;52766720139
10;152;1;57730424385
11;152;1;64941775065
12;152;1;74294471279
13;152;1;51772232495
14;152;1;45379127306
15;152;1;26078607539
16;152;1;18902284476
1;153;1;385118044877
2;153;1;392218088879
3;153;1;423093437424
4;153;1;491252589217
5;153;1;517706149201
6;153;1;436537014294
7;153;1;495812558843
8;153;1;574094112973
9;153;1;552483727283
10;153;1;586841821797
11;153;1;581964017237
12;153;1;505103781350
13;153;1;515654671470
14;153;1;541018749769
15;153;1;555455371487
16;153;1;530832908738
1;154;1;115035498758
2;154;1;127807618361
3;154;1;148630373214
4;154;1;180941941477
5;154;1;193611986713
6;154;1;194152286009
7;154;1;239809387605
8;154;1;279351168707
9;154;1;295087220933
10;154;1;307576360585
11;154;1;314851156183
12;154;1;308004146058
13;154;1;318652334419
14;154;1;341863349989
15;154;1;373217081851
16;154;1;372062527489
1;155;1;34414784504
2;155;1;36206396344
3;155;1;39481044913
4;155;1;48006373118
5;155;1;55552508715
6;155;1;50368056543
7;155;1;48161250935
8;155;1;51516367350
9;155;1;46580457470
10;155;1;48401896410
11;155;1;49930685013
12;155;1;43090173062
13;155;1;44651537260
14;155;1;48561672401
15;155;1;54034358544
16;155;1;53742159517
1;156;1;57332015148
2;156;1;62785305310
3;156;1;70708098106
4;156;1;86454081577
5;156;1;100469509301
6;156;1;89046289247
7;156;1;90183986822
8;156;1;98997521242
9;156;1;94416582465
10;156;1;98723944144
11;156;1;101171217101
12;156;1;88457167724
13;156;1;89640616271
14;156;1;95481955558
15;156;1;105820499977
16;156;1;105422304976
1;157;1;1448536631
2;157;1;1650494367
3;157;1;1885112202
4;157;1;2158496873
5;157;1;2505458705
6;157;1;2453899847
7;157;1;2578026297
8;157;1;2942546781
9;157;1;3801862611
10;157;1;4920343195
11;157;1;5015157816
12;157;1;4218723875
13;157;1;3674794530
14;157;1;3739577973
15;157;1;4085114794
16;157;1;3941474311
1;158;1;1723750000
2;158;1;1785847531
3;158;1;1908167106
4;158;1;2185874624
5;158;1;2393437820
6;158;1;2056126702
7;158;1;1881214371
8;158;1;1813752784
9;158;1;1604779648
10;158;1;1678841812
11;158;1;1673973695
12;158;1;1419061356
13;158;1;1468895284
14;158;1;1528468143
15;158;1;1637931034
16;158;1;0
1;159;1;10167441854
2;159;1;11022821632
3;159;1;11847848225
4;159;1;14285970085
5;159;1;16949789465
6;159;1;16248212852
7;159;1;16230887978
8;159;1;17902207622
9;159;1;17824398469
10;159;1;18965572150
11;159;1;19797254643
